,No,Id,Type,Secteur,Largeur,Hauteur,Soudure,Peinture,Finition,Setup,Finition_Long,Palette
42,C-3312-1145-A1,1145,Mur,1,43.0,165.0,255,5.092592592592593,115,0,0,14
43,C-3312-1146-A1,1146,Mur,1,43.0,165.0,115,5.092592592592593,65,0,0,14
44,C-3312-1147-A1,1147,Mur,1,43.0,165.0,195,5.092592592592593,75,0,0,14
149,C-3312-1148-A49,1148,Retour,2,43.0,114.0,100,3.5185185185185186,5,0,0,15
150,C-3312-1149-A1,1149,Mur,2,30.0,165.0,125,5.092592592592593,65,0,0,15
151,C-3312-1150-A1,1150,Mur,2,43.0,114.0,160,3.5185185185185186,80,0,0,15
152,C-3312-1151-A1,1151,Mur,2,43.0,114.0,230,3.5185185185185186,105,0,0,15
153,C-3312-1153-A1,1153,Mur,2,13.6875,114.0,60,3.5185185185185186,20,0,0,15
45,C-3312-1155-A1,1155,Mur,1,25.375,114.0,40,3.5185185185185186,15,0,0,15
46,C-3312-1156-A1,1156,Mur,1,20.875,114.0,25,3.5185185185185186,5,0,0,15
47,C-3312-1158-A1,1158,Mur,1,49.0,114.0,30,3.5185185185185186,5,0,0,16
48,C-3312-1159-A49,1159,Retour,1,43.0,114.0,100,3.5185185185185186,5,0,0,16
49,C-3312-1160-A1,1160,Mur,1,50.0,114.0,90,3.5185185185185186,40,0,0,16
50,C-3312-1163-A1,1163,Mur,1,30.0,114.0,70,3.5185185185185186,35,0,0,16
51,C-3312-1165-A1,1165,Mur,1,12.1875,114.0,55,3.5185185185185186,25,0,0,16
52,C-3312-1167-A1,1167,Mur,1,14.6875,114.0,55,3.5185185185185186,25,0,0,16
154,C-3312-1168-A1,1168,Mur,2,35.4376,114.0,55,3.5185185185185186,25,0,0,16
155,C-3312-1169-A49,1169,Retour,2,43.0,114.0,100,3.5185185185185186,5,0,0,17
156,C-3312-1171-A1,1171,Mur,2,43.0,114.0,85,3.5185185185185186,45,0,0,17
157,C-3312-1172-A49,1172,Retour,2,43.0,114.0,100,3.5185185185185186,5,0,0,17
158,C-3312-1173-A1,1173,Mur,2,35.4375,114.0,25,3.5185185185185186,5,0,0,17
159,C-3312-1175-A1,1175,Mur,2,43.0,114.0,115,3.5185185185185186,65,0,0,17
160,C-3312-1177-A49,1177,Retour,2,43.0,114.0,100,3.5185185185185186,5,0,0,17
161,C-3312-1178-A1,1178,Mur,2,16.5,114.0,25,3.5185185185185186,5,0,0,17
228,C-3312-1184-A1,1184,Mur,3,34.0,110.0,45,3.3950617283950617,10,0,0,18
229,C-3312-1186-A49,1186,Retour,3,43.0,114.0,100,3.5185185185185186,5,0,0,18
230,C-3312-1187-A49,1187,Retour,3,43.0,114.0,100,3.5185185185185186,5,0,0,18
231,C-3312-1188-A1,1188,Mur,3,36.875,114.0,135,3.5185185185185186,70,0,0,18
232,C-3312-1189-A1,1189,Mur,3,19.9375,110.0,25,3.3950617283950617,5,0,0,18
233,C-3312-1190-A1,1190,Mur,3,42.0,114.0,120,3.5185185185185186,60,0,0,18
234,C-3312-1191-A1,1191,Mur,3,43.0,114.0,170,3.5185185185185186,95,0,0,18
235,C-3312-1192-A1,1192,Mur,3,36.3125,114.0,55,3.5185185185185186,25,0,0,19
236,C-3312-1193-A49,1193,Retour,3,43.0,165.0,100,5.092592592592593,5,0,0,19
237,C-3312-1194-A1,1194,Mur,3,43.0,165.0,125,5.092592592592593,65,0,0,19
238,C-3312-1195-A1,1195,Mur,3,43.0,165.0,230,5.092592592592593,105,0,0,19
239,C-3312-1196-A49,1196,Retour,3,43.0,165.0,100,5.092592592592593,5,0,0,19
240,C-3312-1197-A1,1197,Mur,3,43.0,165.0,115,5.092592592592593,65,0,0,19
241,C-3312-1198-A1,1198,Mur,3,43.0,165.0,80,5.092592592592593,35,0,0,19
242,C-3312-1199-A1,1199,Mur,3,17.875,165.0,25,5.092592592592593,5,0,0,20
279,C-3312-1200-A1,1200,Mur,4,43.0,114.0,25,3.5185185185185186,5,0,0,20
280,C-3312-1201-A1,1201,Mur,4,20.0,114.0,25,3.5185185185185186,5,0,0,20
281,C-3312-1203-A1,1203,Mur,4,43.0,114.0,250,3.5185185185185186,110,0,0,20
282,C-3312-1205-A1,1205,Mur,4,43.0,114.0,215,3.5185185185185186,80,0,0,20
283,C-3312-1206-A1,1206,Mur,4,43.0,114.0,115,3.5185185185185186,65,0,0,20
284,C-3312-1207-A1,1207,Mur,4,39.4375,114.0,70,3.5185185185185186,35,0,0,20
285,C-3312-1208-A1,1208,Mur,4,28.938,114.0,25,3.5185185185185186,5,0,0,21
286,C-3312-1210-A1,1210,Mur,4,17.5,114.0,25,3.5185185185185186,5,0,0,21
287,C-3312-1215-A1,1215,Mur,4,16.5,114.0,25,3.5185185185185186,5,0,0,21
342,C-3312-1216-A49,1216,Retour,5,43.0,165.0,100,5.092592592592593,5,0,0,21
343,C-3312-1217-A49,1217,Retour,5,43.0,165.0,100,5.092592592592593,5,0,0,21
344,C-3312-1218-A1,1218,Mur,5,14.25,116.25,25,3.5879629629629632,5,0,0,21
345,C-3312-1219-A1,1219,Mur,5,40.3125,114.0,205,3.5185185185185186,80,0,0,21
346,C-3312-1220-A49,1220,Retour,5,43.0,114.0,100,3.5185185185185186,5,0,0,22
347,C-3312-1221-A1,1221,Mur,5,43.0,114.0,130,3.5185185185185186,60,0,0,22
348,C-3312-1223-A1,1223,Mur,5,23.3125,114.0,75,3.5185185185185186,30,0,0,22
349,C-3312-1225-A1,1225,Mur,5,38.375,114.0,100,3.5185185185185186,55,0,0,22
350,C-3312-1230-A1,1230,Mur,5,43.0,51.0,20,1.5740740740740742,5,0,0,22
351,C-3312-1238-A1,1238,Mur,5,13.5,114.0,75,3.5185185185185186,30,0,0,22
352,C-3312-1239-A1,1239,Mur,5,47.0,114.0,130,3.5185185185185186,35,0,0,22
353,C-3312-1240-A1,1240,Mur,5,39.0,114.0,160,3.5185185185185186,80,0,0,23
446,C-3312-1245-A1,1245,Mur,6,17.6875,114.0,60,3.5185185185185186,20,0,0,23
447,C-3312-1247-A1,1247,Mur,6,43.0,114.0,215,3.5185185185185186,95,0,0,23
448,C-3312-1248-A1,1248,Mur,6,43.0,114.0,145,3.5185185185185186,70,0,0,23
449,C-3312-1249-A1,1249,Mur,6,43.0,114.0,155,3.5185185185185186,85,0,0,23
354,C-3312-1251-A1,1251,Mur,5,49.0,114.0,30,3.5185185185185186,5,0,0,23
355,C-3312-1256-A1,1256,Mur,5,17.0625,114.0,40,3.5185185185185186,15,0,0,23
356,C-3312-1258-A1,1258,Mur,5,13.9375,114.0,55,3.5185185185185186,25,0,0,24
357,C-3312-1261-A1,1261,Mur,5,43.0,114.0,75,3.5185185185185186,30,0,0,24
450,C-3312-1263-A1,1263,Mur,6,35.4375,114.0,100,3.5185185185185186,55,0,0,24
451,C-3312-1267-A49,1267,Retour,6,43.0,114.0,100,3.5185185185185186,5,0,0,24
452,C-3312-1268-A1,1268,Mur,6,35.4375,114.0,40,3.5185185185185186,15,0,0,24
453,C-3312-1272-A1,1272,Mur,6,43.0,114.0,55,3.5185185185185186,25,0,0,24
53,C-3312-1301-A1,1301,Mur,1,17.875,96.0,20,2.9629629629629632,5,0,0,24
54,C-3312-1301-A112,1301,Plafond,1,17.875,96.0,20,2.9629629629629632,5,0,0,25
56,C-3312-1302-A112,1302,Plafond,1,43.0,96.0,50,2.9629629629629632,10,0,0,25
55,C-3312-1302-A1,1302,Mur,1,43.0,96.0,20,2.9629629629629632,5,0,0,26
57,C-3312-1303-A112,1303,Plafond,1,43.0,96.0,60,2.9629629629629632,25,0,1,25
59,C-3312-1304-A112,1304,Plafond,1,43.0,92.0,50,2.8395061728395063,10,0,0,25
58,C-3312-1304-A1,1304,Mur,1,43.0,92.0,20,2.8395061728395063,5,0,0,26
61,C-3312-1305-A112,1305,Plafond,1,17.875,70.25,20,2.16820987654321,5,0,0,25
60,C-3312-1305-A1,1305,Mur,1,17.875,70.25,20,2.16820987654321,5,0,0,26
62,C-3312-1306-A112,1306,Plafond,1,43.0,70.25,60,2.16820987654321,25,0,1,25
64,C-3312-1307-A112,1307,Plafond,1,43.0,70.25,50,2.16820987654321,10,0,0,25
63,C-3312-1307-A1,1307,Mur,1,43.0,70.25,20,2.16820987654321,5,0,0,26
65,C-3312-1308-A1,1308,Mur,1,43.0,70.25,20,2.16820987654321,5,0,0,26
66,C-3312-1308-A112,1308,Plafond,1,43.0,70.25,50,2.16820987654321,10,0,0,27
68,C-3312-1309-A112,1309,Plafond,1,17.875,96.0,20,2.9629629629629632,5,0,0,27
67,C-3312-1309-A1,1309,Mur,1,17.875,96.0,20,2.9629629629629632,5,0,0,26
69,C-3312-1310-A1,1310,Mur,1,43.0,96.0,20,2.9629629629629632,5,0,0,26
70,C-3312-1310-A112,1310,Plafond,1,43.0,96.0,50,2.9629629629629632,10,0,0,27
71,C-3312-1311-A112,1311,Plafond,1,43.0,96.0,60,2.9629629629629632,25,0,1,27
72,C-3312-1312-A1,1312,Mur,1,43.0,96.0,20,2.9629629629629632,5,0,0,28
73,C-3312-1312-A112,1312,Plafond,1,43.0,96.0,50,2.9629629629629632,10,0,0,27
74,C-3312-1313-A112,1313,Plafond,1,43.0,100.625,60,3.10570987654321,25,0,1,27
75,C-3312-1314-A1,1314,Mur,1,43.0,100.625,20,3.10570987654321,5,0,0,28
76,C-3312-1314-A112,1314,Plafond,1,43.0,100.625,50,3.10570987654321,10,0,0,27
77,C-3312-1315-A112,1315,Plafond,1,43.0,100.625,60,3.10570987654321,25,0,1,29
78,C-3312-1316-A1,1316,Mur,1,43.0,100.625,25,3.10570987654321,5,0,0,28
79,C-3312-1316-A112,1316,Plafond,1,43.0,100.625,50,3.10570987654321,10,0,0,29
80,C-3312-1317-A112,1317,Plafond,1,43.0,100.625,60,3.10570987654321,25,0,1,29
81,C-3312-1318-A1,1318,Mur,1,43.0,100.625,20,3.10570987654321,5,0,0,28
82,C-3312-1318-A112,1318,Plafond,1,43.0,100.625,50,3.10570987654321,10,0,0,29
84,C-3312-1319-A112,1319,Plafond,1,15.25,100.625,20,3.10570987654321,5,0,0,29
83,C-3312-1319-A1,1319,Mur,1,15.25,100.625,20,3.10570987654321,5,0,0,28
85,C-3312-1320-A112,1320,Plafond,1,43.0,96.0,60,2.9629629629629632,25,0,1,29
87,C-3312-1321-A112,1321,Plafond,1,43.0,96.0,50,2.9629629629629632,10,0,0,29
86,C-3312-1321-A1,1321,Mur,1,43.0,96.0,20,2.9629629629629632,5,0,0,28
88,C-3312-1322-A112,1322,Plafond,1,43.0,96.0,60,2.9629629629629632,25,0,1,30
90,C-3312-1323-A112,1323,Plafond,1,43.0,96.0,50,2.9629629629629632,10,0,0,30
89,C-3312-1323-A1,1323,Mur,1,43.0,96.0,20,2.9629629629629632,5,0,0,28
91,C-3312-1324-A112,1324,Plafond,1,43.0,96.0,60,2.9629629629629632,25,0,1,30
93,C-3312-1325-A112,1325,Plafond,1,43.0,96.0,50,2.9629629629629632,10,0,0,30
92,C-3312-1325-A1,1325,Mur,1,43.0,96.0,20,2.9629629629629632,5,0,0,31
94,C-3312-1326-A1,1326,Mur,1,15.25,96.0,20,2.9629629629629632,5,0,0,31
95,C-3312-1326-A112,1326,Plafond,1,15.25,96.0,20,2.9629629629629632,5,0,0,30
97,C-3312-1327-A112,1327,Plafond,1,43.0,88.1875,50,2.7218364197530867,10,0,0,30
96,C-3312-1327-A1,1327,Mur,1,43.0,88.1875,20,2.7218364197530867,5,0,0,31
98,C-3312-1328-A112,1328,Plafond,1,43.0,88.1875,60,2.7218364197530867,25,0,1,30
99,C-3312-1329-A112,1329,Plafond,1,43.0,88.1875,60,2.7218364197530867,25,0,1,32
101,C-3312-1330-A112,1330,Plafond,1,43.0,88.1875,50,2.7218364197530867,10,0,0,32
100,C-3312-1330-A1,1330,Mur,1,43.0,88.1875,20,2.7218364197530867,5,0,0,31
102,C-3312-1331-A112,1331,Plafond,1,43.0,88.1875,60,2.7218364197530867,25,0,1,32
104,C-3312-1332-A112,1332,Plafond,1,43.0,88.1875,50,2.7218364197530867,10,0,0,32
103,C-3312-1332-A1,1332,Mur,1,43.0,88.1875,20,2.7218364197530867,5,0,0,31
105,C-3312-1333-A1,1333,Mur,1,15.25,88.1875,20,2.7218364197530867,5,0,0,31
106,C-3312-1333-A112,1333,Plafond,1,15.25,88.1875,20,2.7218364197530867,5,0,0,32
108,C-3312-1334-A112,1334,Plafond,1,43.0,121.0,50,3.734567901234568,10,0,0,32
107,C-3312-1334-A1,1334,Mur,1,43.0,121.0,20,3.734567901234568,5,0,0,31
109,C-3312-1335-A112,1335,Plafond,1,43.0,121.0,60,3.734567901234568,25,0,1,32
111,C-3312-1336-A112,1336,Plafond,1,43.0,121.0,50,3.734567901234568,10,0,0,33
110,C-3312-1336-A1,1336,Mur,1,43.0,121.0,20,3.734567901234568,5,0,0,34
112,C-3312-1337-A112,1337,Plafond,1,43.0,121.0,60,3.734567901234568,25,0,1,33
113,C-3312-1338-A1,1338,Mur,1,43.0,121.0,20,3.734567901234568,5,0,0,34
114,C-3312-1338-A112,1338,Plafond,1,43.0,121.0,50,3.734567901234568,10,0,0,33
115,C-3312-1339-A112,1339,Plafond,1,43.0,121.0,60,3.734567901234568,25,0,1,33
116,C-3312-1340-A1,1340,Mur,1,15.25,121.0,20,3.734567901234568,5,0,0,34
117,C-3312-1340-A112,1340,Plafond,1,15.25,121.0,20,3.734567901234568,5,0,0,33
118,C-3312-1341-A1,1341,Mur,1,42.4375,84.75,20,2.615740740740741,5,0,0,34
119,C-3312-1341-A112,1341,Plafond,1,42.4375,84.75,50,2.615740740740741,10,0,0,33
120,C-3312-1342-A112,1342,Plafond,1,43.0,106.625,60,3.290895061728395,25,0,1,33
121,C-3312-1343-A1,1343,Mur,1,43.0,106.625,20,3.290895061728395,5,0,0,34
122,C-3312-1343-A112,1343,Plafond,1,43.0,106.625,50,3.290895061728395,10,0,0,35
123,C-3312-1344-A112,1344,Plafond,1,43.0,106.625,60,3.290895061728395,25,0,1,35
124,C-3312-1345-A1,1345,Mur,1,43.0,106.625,20,3.290895061728395,5,0,0,34
125,C-3312-1345-A112,1345,Plafond,1,43.0,106.625,50,3.290895061728395,10,0,0,35
126,C-3312-1346-A112,1346,Plafond,1,43.0,106.625,60,3.290895061728395,25,0,1,35
127,C-3312-1347-A1,1347,Mur,1,43.0,106.625,20,3.290895061728395,5,0,0,34
128,C-3312-1347-A112,1347,Plafond,1,43.0,106.625,50,3.290895061728395,10,0,0,35
129,C-3312-1348-A112,1348,Plafond,1,43.0,106.625,60,3.290895061728395,25,0,1,35
163,C-3312-1349-A112,1349,Plafond,2,37.1875,60.875,50,1.8788580246913582,10,0,0,35
162,C-3312-1349-A1,1349,Mur,2,37.1875,60.875,20,1.8788580246913582,5,0,0,36
164,C-3312-1350-A112,1350,Plafond,2,43.0,60.875,60,1.8788580246913582,25,0,1,37
166,C-3312-1351-A112,1351,Plafond,2,43.0,60.875,50,1.8788580246913582,10,0,0,37
165,C-3312-1351-A1,1351,Mur,2,43.0,60.875,20,1.8788580246913582,5,0,0,36
167,C-3312-1352-A112,1352,Plafond,2,43.0,60.875,60,1.8788580246913582,25,0,1,37
168,C-3312-1353-A1,1353,Mur,2,43.0,60.875,20,1.8788580246913582,5,0,0,36
169,C-3312-1353-A112,1353,Plafond,2,43.0,60.875,50,1.8788580246913582,10,0,0,37
171,C-3312-1354-A112,1354,Plafond,2,37.1875,83.0,50,2.5617283950617287,10,0,0,37
170,C-3312-1354-A1,1354,Mur,2,37.1875,83.0,20,2.5617283950617287,5,0,0,36
172,C-3312-1355-A112,1355,Plafond,2,43.0,83.0,60,2.5617283950617287,25,0,1,37
173,C-3312-1356-A1,1356,Mur,2,43.0,83.0,20,2.5617283950617287,5,0,0,36
174,C-3312-1356-A112,1356,Plafond,2,43.0,83.0,50,2.5617283950617287,10,0,0,37
175,C-3312-1357-A112,1357,Plafond,2,43.0,83.0,60,2.5617283950617287,25,0,1,38
176,C-3312-1358-A1,1358,Mur,2,43.0,83.0,20,2.5617283950617287,5,0,0,36
177,C-3312-1358-A112,1358,Plafond,2,43.0,83.0,50,2.5617283950617287,10,0,0,38
178,C-3312-1359-A1,1359,Mur,2,43.0,100.6875,20,3.107638888888889,5,0,0,36
179,C-3312-1359-A112,1359,Plafond,2,43.0,100.6875,50,3.107638888888889,10,0,0,38
180,C-3312-1360-A112,1360,Plafond,2,43.0,100.6875,60,3.107638888888889,25,0,1,38
182,C-3312-1361-A112,1361,Plafond,2,43.0,100.6875,50,3.107638888888889,10,0,0,38
181,C-3312-1361-A1,1361,Mur,2,43.0,100.6875,20,3.107638888888889,5,0,0,39
183,C-3312-1362-A112,1362,Plafond,2,43.0,100.6875,60,3.107638888888889,25,0,1,38
184,C-3312-1363-A1,1363,Mur,2,37.1875,100.6875,20,3.107638888888889,5,0,0,39
185,C-3312-1363-A112,1363,Plafond,2,37.1875,100.6875,50,3.107638888888889,10,0,0,38
187,C-3312-1364-A112,1364,Plafond,2,43.0,87.375,50,2.6967592592592595,10,0,0,40
186,C-3312-1364-A1,1364,Mur,2,43.0,87.375,25,2.6967592592592595,5,0,0,39
189,C-3312-1365-A112,1365,Plafond,2,43.0,87.375,50,2.6967592592592595,10,0,0,40
188,C-3312-1365-A1,1365,Mur,2,43.0,87.375,25,2.6967592592592595,5,0,0,39
190,C-3312-1366-A112,1366,Plafond,2,43.0,87.375,60,2.6967592592592595,25,0,1,40
191,C-3312-1367-A1,1367,Mur,2,43.0,87.375,20,2.6967592592592595,5,0,0,39
192,C-3312-1367-A112,1367,Plafond,2,43.0,87.375,50,2.6967592592592595,10,0,0,40
193,C-3312-1368-A112,1368,Plafond,2,37.1875,87.375,60,2.6967592592592595,25,0,1,40
194,C-3312-1369-A1,1369,Mur,2,43.0,104.3125,20,3.2195216049382718,5,0,0,39
195,C-3312-1369-A112,1369,Plafond,2,43.0,104.3125,50,3.2195216049382718,10,0,0,40
196,C-3312-1370-A112,1370,Plafond,2,43.0,104.3125,60,3.2195216049382718,25,0,1,40
198,C-3312-1371-A112,1371,Plafond,2,43.0,104.3125,50,3.2195216049382718,10,0,0,41
197,C-3312-1371-A1,1371,Mur,2,43.0,104.3125,20,3.2195216049382718,5,0,0,39
199,C-3312-1372-A112,1372,Plafond,2,43.0,104.3125,60,3.2195216049382718,25,0,1,41
200,C-3312-1373-A1,1373,Mur,2,43.0,104.3125,20,3.2195216049382718,5,0,0,42
201,C-3312-1373-A112,1373,Plafond,2,43.0,104.3125,50,3.2195216049382718,10,0,0,41
202,C-3312-1374-A1,1374,Mur,2,13.75,104.3125,25,3.2195216049382718,5,0,0,42
203,C-3312-1374-A112,1374,Plafond,2,13.75,104.3125,20,3.2195216049382718,5,0,0,41
204,C-3312-1375-A1,1375,Mur,2,43.0,96.0,25,2.9629629629629632,5,0,0,42
205,C-3312-1375-A112,1375,Plafond,2,43.0,96.0,50,2.9629629629629632,10,0,0,41
206,C-3312-1376-A1,1376,Mur,2,43.0,96.0,20,2.9629629629629632,5,0,0,42
207,C-3312-1376-A112,1376,Plafond,2,43.0,96.0,50,2.9629629629629632,10,0,0,41
208,C-3312-1377-A112,1377,Plafond,2,43.0,96.0,60,2.9629629629629632,25,0,1,41
210,C-3312-1378-A112,1378,Plafond,2,43.0,96.0,50,2.9629629629629632,10,0,0,43
209,C-3312-1378-A1,1378,Mur,2,43.0,96.0,20,2.9629629629629632,5,0,0,42
211,C-3312-1379-A112,1379,Plafond,2,43.0,96.0,60,2.9629629629629632,25,0,1,43
212,C-3312-1380-A1,1380,Mur,2,13.75,96.0,20,2.9629629629629632,5,0,0,42
213,C-3312-1380-A112,1380,Plafond,2,13.75,96.0,20,2.9629629629629632,5,0,0,43
214,C-3312-1381-A1,1381,Mur,2,43.0,106.5625,20,3.288966049382716,5,0,0,42
215,C-3312-1381-A112,1381,Plafond,2,43.0,106.5625,50,3.288966049382716,10,0,0,43
216,C-3312-1382-A112,1382,Plafond,2,43.0,106.5625,60,3.288966049382716,25,0,1,43
218,C-3312-1383-A112,1383,Plafond,2,43.0,106.5625,50,3.288966049382716,10,0,0,43
217,C-3312-1383-A1,1383,Mur,2,43.0,106.563,20,3.2889814814814815,5,0,0,44
219,C-3312-1384-A112,1384,Plafond,2,43.0,107.5,60,3.3179012345679015,25,0,1,43
220,C-3312-1385-A1,1385,Mur,2,43.0,107.5,20,3.3179012345679015,5,0,0,44
221,C-3312-1385-A112,1385,Plafond,2,43.0,107.5,50,3.3179012345679015,10,0,0,45
222,C-3312-1386-A1,1386,Mur,2,13.75,107.5,20,3.3179012345679015,5,0,0,44
223,C-3312-1386-A112,1386,Plafond,2,13.75,107.5,20,3.3179012345679015,5,0,0,45
243,C-3312-1387-A112,1387,Plafond,3,43.0,106.5,60,3.287037037037037,25,0,1,45
244,C-3312-1388-A1,1388,Mur,3,43.0,106.5,20,3.287037037037037,5,0,0,44
245,C-3312-1388-A112,1388,Plafond,3,43.0,106.5,50,3.287037037037037,10,0,0,45
246,C-3312-1389-A112,1389,Plafond,3,43.0,106.5,60,3.287037037037037,25,0,1,45
248,C-3312-1390-A112,1390,Plafond,3,43.0,106.5,50,3.287037037037037,10,0,0,45
247,C-3312-1390-A1,1390,Mur,3,43.0,106.5,20,3.287037037037037,5,0,0,44
249,C-3312-1391-A112,1391,Plafond,3,43.0,106.5,60,3.287037037037037,25,0,1,45
250,C-3312-1392-A1,1392,Mur,3,43.0,106.5,20,3.287037037037037,5,0,0,44
251,C-3312-1392-A112,1392,Plafond,3,43.0,106.5,50,3.287037037037037,10,0,0,46
252,C-3312-1393-A1,1393,Mur,3,15.25,106.5,20,3.287037037037037,5,0,0,44
253,C-3312-1393-A112,1393,Plafond,3,15.25,106.5,20,3.287037037037037,5,0,0,46
254,C-3312-1394-A1,1394,Mur,3,43.0,96.0,20,2.9629629629629632,5,0,0,47
255,C-3312-1394-A112,1394,Plafond,3,43.0,96.0,50,2.9629629629629632,10,0,0,46
256,C-3312-1395-A112,1395,Plafond,3,43.0,96.0,60,2.9629629629629632,25,0,1,46
257,C-3312-1396-A1,1396,Mur,3,43.0,96.0,20,2.9629629629629632,5,0,0,47
258,C-3312-1396-A112,1396,Plafond,3,43.0,96.0,50,2.9629629629629632,10,0,0,46
259,C-3312-1397-A112,1397,Plafond,3,43.0,96.0,60,2.9629629629629632,25,0,1,46
260,C-3312-1398-A1,1398,Mur,3,43.0,96.0,20,2.9629629629629632,5,0,0,47
261,C-3312-1398-A112,1398,Plafond,3,43.0,96.0,50,2.9629629629629632,10,0,0,46
262,C-3312-1399-A112,1399,Plafond,3,43.0,96.0,60,2.9629629629629632,25,0,1,48
263,C-3312-1400-A1,1400,Mur,3,15.25,96.0,25,2.9629629629629632,5,0,0,47
264,C-3312-1400-A112,1400,Plafond,3,15.25,96.0,20,2.9629629629629632,5,0,0,48
265,C-3312-1401-A112,1401,Plafond,3,43.0,106.5625,60,3.288966049382716,25,0,1,48
267,C-3312-1402-A112,1402,Plafond,3,43.0,106.5625,50,3.288966049382716,10,0,0,48
266,C-3312-1402-A1,1402,Mur,3,43.0,106.5625,20,3.288966049382716,5,0,0,47
268,C-3312-1403-A112,1403,Plafond,3,43.0,106.5625,60,3.288966049382716,25,0,1,48
270,C-3312-1404-A112,1404,Plafond,3,43.0,106.5625,50,3.288966049382716,10,0,0,48
269,C-3312-1404-A1,1404,Mur,3,43.0,106.5625,20,3.288966049382716,5,0,0,47
271,C-3312-1405-A112,1405,Plafond,3,43.0,106.5625,60,3.288966049382716,25,0,1,48
273,C-3312-1406-A112,1406,Plafond,3,43.0,106.5625,50,3.288966049382716,10,0,0,49
272,C-3312-1406-A1,1406,Mur,3,43.0,106.5625,20,3.288966049382716,5,0,0,47
274,C-3312-1407-A1,1407,Mur,3,15.25,106.5625,20,3.288966049382716,5,0,0,50
275,C-3312-1407-A112,1407,Plafond,3,15.25,106.5625,20,3.288966049382716,5,0,0,49
359,C-3312-1408-A112,1408,Plafond,5,43.0,121.0,50,3.734567901234568,10,0,0,49
358,C-3312-1408-A1,1408,Mur,5,43.0,121.0,20,3.734567901234568,5,0,0,50
360,C-3312-1409-A112,1409,Plafond,5,43.0,121.0,60,3.734567901234568,25,0,1,49
361,C-3312-1410-A1,1410,Mur,5,43.0,121.0,20,3.734567901234568,5,0,0,50
362,C-3312-1410-A112,1410,Plafond,5,43.0,121.0,50,3.734567901234568,10,0,0,49
363,C-3312-1411-A112,1411,Plafond,5,43.0,121.0,60,3.734567901234568,25,0,1,49
365,C-3312-1412-A112,1412,Plafond,5,43.0,121.0,50,3.734567901234568,10,0,0,49
364,C-3312-1412-A1,1412,Mur,5,43.0,121.0,20,3.734567901234568,5,0,0,50
366,C-3312-1413-A112,1413,Plafond,5,43.0,121.0,60,3.734567901234568,25,0,1,51
368,C-3312-1414-A112,1414,Plafond,5,15.25,121.0,20,3.734567901234568,5,0,0,51
367,C-3312-1414-A1,1414,Mur,5,15.25,121.0,20,3.734567901234568,5,0,0,50
369,C-3312-1415-A112,1415,Plafond,5,43.0,75.3125,60,2.32445987654321,25,0,1,51
371,C-3312-1416-A112,1416,Plafond,5,43.0,75.3125,50,2.32445987654321,10,0,0,51
370,C-3312-1416-A1,1416,Mur,5,43.0,75.3125,20,2.32445987654321,5,0,0,50
372,C-3312-1417-A112,1417,Plafond,5,43.0,75.3125,60,2.32445987654321,25,0,1,51
374,C-3312-1418-A112,1418,Plafond,5,43.0,75.3125,50,2.32445987654321,10,0,0,51
373,C-3312-1418-A1,1418,Mur,5,43.0,75.3125,20,2.32445987654321,5,0,0,50
375,C-3312-1419-A112,1419,Plafond,5,43.0,75.3125,60,2.32445987654321,25,0,1,51
376,C-3312-1420-A1,1420,Mur,5,43.0,75.3125,20,2.32445987654321,5,0,0,52
377,C-3312-1420-A112,1420,Plafond,5,43.0,75.3125,50,2.32445987654321,10,0,0,53
378,C-3312-1421-A1,1421,Mur,5,15.25,75.3125,20,2.32445987654321,5,0,0,52
379,C-3312-1421-A112,1421,Plafond,5,15.25,75.3125,20,2.32445987654321,5,0,0,53
380,C-3312-1422-A112,1422,Plafond,5,43.0,96.0,60,2.9629629629629632,25,0,1,53
381,C-3312-1423-A1,1423,Mur,5,43.0,96.0,20,2.9629629629629632,5,0,0,52
382,C-3312-1423-A112,1423,Plafond,5,43.0,96.0,50,2.9629629629629632,10,0,0,53
383,C-3312-1424-A112,1424,Plafond,5,43.0,96.0,60,2.9629629629629632,25,0,1,53
385,C-3312-1425-A112,1425,Plafond,5,43.0,96.0,50,2.9629629629629632,10,0,0,53
384,C-3312-1425-A1,1425,Mur,5,43.0,96.0,20,2.9629629629629632,5,0,0,52
386,C-3312-1426-A112,1426,Plafond,5,43.0,96.0,60,2.9629629629629632,25,0,1,53
387,C-3312-1427-A1,1427,Mur,5,43.0,96.0,20,2.9629629629629632,5,0,0,52
388,C-3312-1427-A112,1427,Plafond,5,43.0,96.0,50,2.9629629629629632,10,0,0,54
390,C-3312-1428-A112,1428,Plafond,5,15.25,96.0,20,2.9629629629629632,5,0,0,54
389,C-3312-1428-A1,1428,Mur,5,15.25,96.0,20,2.9629629629629632,5,0,0,52
391,C-3312-1429-A112,1429,Plafond,5,43.0,80.8125,60,2.4942129629629632,25,0,1,54
392,C-3312-1430-A1,1430,Mur,5,43.0,80.8125,20,2.4942129629629632,5,0,0,52
393,C-3312-1430-A112,1430,Plafond,5,43.0,80.8125,50,2.4942129629629632,10,0,0,54
394,C-3312-1431-A112,1431,Plafond,5,43.0,80.8125,60,2.4942129629629632,25,0,1,54
396,C-3312-1432-A112,1432,Plafond,5,43.0,80.8125,50,2.4942129629629632,10,0,0,54
